origin,destination,year,students
Guinea,Spain,2021,38
Central African Republic,France,2017,496
Central African Republic,France,2018,454
Central African Republic,France,2019,477
Central African Republic,France,2020,476
Central African Republic,France,2021,511
Equatorial Guinea,India,2019,2
Equatorial Guinea,India,2021,2
Democratic Republic of Congo,Luxembourg,2017,1
Democratic Republic of Congo,Luxembourg,2020,3
Democratic Republic of Congo,Luxembourg,2021,4
Burkina Faso,Germany,2017,53
Burkina Faso,Germany,2018,43
Burkina Faso,Germany,2019,42
Burkina Faso,Germany,2020,66
Burkina Faso,Germany,2021,73
Ghana,Ukraine,2017,1000
Ghana,Ukraine,2018,1246
Ghana,Ukraine,2019,1522
Ghana,Ukraine,2020,1394
Ghana,Ukraine,2021,1130
Lesotho,Kazakhstan,2020,1
Burundi,Benin,2017,13
Burundi,Benin,2018,100
Burundi,Benin,2019,68
Burundi,Benin,2020,40
Burundi,Benin,2021,30
Eritrea,South Korea,2017,4
Eritrea,South Korea,2018,6
Eritrea,South Korea,2019,8
Eritrea,South Korea,2020,4
Eritrea,South Korea,2021,2
Burkina Faso,Egypt,2020,171
Central African Republic,Saudi Arabia,2017,157
Central African Republic,Saudi Arabia,2018,158
Central African Republic,Saudi Arabia,2019,74
Central African Republic,Saudi Arabia,2020,85
Central African Republic,Saudi Arabia,2021,101
Libya,Hungary,2017,50
Libya,Hungary,2018,43
Libya,Hungary,2019,34
Libya,Hungary,2020,43
Libya,Hungary,2021,37
Botswana,Poland,2018,1
Botswana,Poland,2019,1
Botswana,Poland,2020,6
Botswana,Poland,2021,6
Burkina Faso,Cameroon,2018,12
Equatorial Guinea,Togo,2021,28
Ethiopia,Belgium,2017,78
Ethiopia,Belgium,2018,74
Ethiopia,Belgium,2019,64
Ethiopia,Belgium,2020,62
Ethiopia,Belgium,2021,58
Eritrea,Serbia,2017,1
Eritrea,Serbia,2018,1
Eritrea,Serbia,2021,2
Kenya,Ireland,2017,14
Kenya,Ireland,2018,14
Kenya,Ireland,2019,31
Kenya,Ireland,2020,34
Kenya,Ireland,2021,47
Cameroon,New Zealand,2017,5
Cameroon,New Zealand,2018,4
Cameroon,New Zealand,2019,6
Cameroon,New Zealand,2020,6
Cameroon,New Zealand,2021,6
Gabon,Thailand,2020,1
Madagascar,Costa Rica,2017,1
Cape Verde,Russia,2017,9
Cape Verde,Russia,2018,4
Cape Verde,Russia,2019,3
Cape Verde,Russia,2020,31
Cape Verde,Russia,2021,29
Central African Republic,Spain,2017,2
Central African Republic,Spain,2018,2
Central African Republic,Spain,2019,3
Central African Republic,Spain,2020,1
Egypt,Czechia,2017,103
Egypt,Czechia,2018,122
Egypt,Czechia,2019,160
Egypt,Czechia,2020,187
Egypt,Czechia,2021,213
Gabon,Estonia,2021,1
Burundi,Greece,2017,6
Burundi,Greece,2018,4
Burundi,Greece,2019,4
Burundi,Greece,2020,4
Burundi,Greece,2021,4
Democratic Republic of Congo,South Africa,2017,2964
Democratic Republic of Congo,South Africa,2018,2964
Democratic Republic of Congo,South Africa,2019,3142
Democratic Republic of Congo,South Africa,2020,2901
Democratic Republic of Congo,South Africa,2021,2770
Egypt,Poland,2017,112
Egypt,Poland,2018,127
Egypt,Poland,2019,148
Egypt,Poland,2020,203
Egypt,Poland,2021,237
Ghana,Japan,2017,102
Ghana,Japan,2018,111
Ghana,Japan,2019,136
Ghana,Japan,2020,146
Ghana,Japan,2021,149
Guinea,Netherlands,2018,1
Guinea,Netherlands,2019,2
Algeria,Macao,2020,2
Algeria,Macao,2021,2
Côte d'Ivoire,United States of America,2017,1402.78236
Côte d'Ivoire,United States of America,2018,1422.50648
Côte d'Ivoire,United States of America,2020,1254.46611
Côte d'Ivoire,United States of America,2021,1148.17994
Democratic Republic of Congo,Colombia,2017,3
Democratic Republic of Congo,Colombia,2018,3
Democratic Republic of Congo,Colombia,2019,2
Democratic Republic of Congo,Colombia,2020,1
Democratic Republic of Congo,Colombia,2021,3
Chad,Senegal,2017,104
Liberia,Ghana,2017,160
Liberia,Ghana,2018,89
Liberia,Ghana,2019,112
Liberia,Ghana,2020,106
Liberia,Ghana,2021,117
Congo,Denmark,2017,3
Congo,Denmark,2018,1
Congo,Denmark,2019,2
Congo,Denmark,2020,1
Congo,Denmark,2021,1
Côte d'Ivoire,Belarus,2018,1
Côte d'Ivoire,Belarus,2019,3
Côte d'Ivoire,Belarus,2020,10
Côte d'Ivoire,Belarus,2021,14
Ghana,Cuba,2017,245
Ghana,Cuba,2018,246
Ghana,Cuba,2019,247
Ghana,Cuba,2020,30
Ghana,Cuba,2021,249
Guinea-Bissau,United Republic of Tanzania,2021,2
Madagascar,Lithuania,2021,1
Djibouti,Qatar,2017,12
Djibouti,Qatar,2018,13
Djibouti,Qatar,2019,13
Djibouti,Qatar,2020,14
Djibouti,Qatar,2021,8
Equatorial Guinea,Morocco,2017,165
Equatorial Guinea,Morocco,2018,199
Equatorial Guinea,Morocco,2019,150
Equatorial Guinea,Morocco,2020,160
Equatorial Guinea,Morocco,2021,154
Angola,Hungary,2017,28
Angola,Hungary,2018,46
Angola,Hungary,2019,61
Angola,Hungary,2020,72
Angola,Hungary,2021,77
Burundi,Estonia,2021,1
Egypt,Mauritania,2017,1
Egypt,Mauritania,2019,1
Egypt,Mauritania,2020,1
Equatorial Guinea,United Kingdom,2017,16
Equatorial Guinea,United Kingdom,2018,12
Equatorial Guinea,United Kingdom,2019,12
Equatorial Guinea,United Kingdom,2020,12
Equatorial Guinea,United Kingdom,2021,13
Gambia,Hong Kong,2019,1
Gambia,Hong Kong,2020,2
Gambia,Hong Kong,2021,2
Ghana,Russia,2017,557
Ghana,Russia,2018,621
Ghana,Russia,2019,641
Ghana,Russia,2020,871
Ghana,Russia,2021,755
Lesotho,Italy,2017,6
Lesotho,Italy,2018,6
Lesotho,Italy,2019,5
Lesotho,Italy,2020,2
Kenya,Côte d'Ivoire,2017,2
Kenya,Côte d'Ivoire,2019,1
Kenya,Côte d'Ivoire,2020,1
Burkina Faso,Belgium,2017,105
Burkina Faso,Belgium,2018,82
Burkina Faso,Belgium,2019,72
Burkina Faso,Belgium,2020,116
Burkina Faso,Belgium,2021,118
Gabon,Switzerland,2017,7
Gabon,Switzerland,2018,9
Gabon,Switzerland,2019,10
Gabon,Switzerland,2020,9
Gabon,Switzerland,2021,9
Lesotho,Luxembourg,2020,1
Algeria,Canada,2017,483
Algeria,Canada,2018,512.82656
Algeria,Canada,2019,693
Algeria,Canada,2020,864
Algeria,Canada,2021,1053
Comoros,Côte d'Ivoire,2017,83
Comoros,Côte d'Ivoire,2019,138
Comoros,Côte d'Ivoire,2020,48
Equatorial Guinea,Germany,2017,1
Equatorial Guinea,Germany,2019,2
Equatorial Guinea,Germany,2020,2
Gambia,Türkiye,2017,133
Gambia,Türkiye,2018,151
Gambia,Türkiye,2019,169
Gambia,Türkiye,2020,229
Gambia,Türkiye,2021,293
Libya,Spain,2017,23
Libya,Spain,2018,10
Libya,Spain,2019,16
Libya,Spain,2020,17
Libya,Spain,2021,12
Madagascar,India,2017,41
Madagascar,India,2018,35
Madagascar,India,2019,71
Madagascar,India,2020,73
Madagascar,India,2021,58
Botswana,Cyprus,2017,1
Botswana,Cyprus,2020,1
Botswana,Cyprus,2021,2
Chad,Morocco,2017,718
Chad,Morocco,2018,769
Chad,Morocco,2019,792
Chad,Morocco,2020,791
Chad,Morocco,2021,712
Benin,Japan,2017,23
Benin,Japan,2018,23
Benin,Japan,2019,26
Benin,Japan,2020,25
Benin,Japan,2021,25
Ethiopia,Luxembourg,2017,4
Ethiopia,Luxembourg,2018,6
Ethiopia,Luxembourg,2019,1
Ethiopia,Luxembourg,2020,4
Ethiopia,Luxembourg,2021,4
Guinea-Bissau,Denmark,2017,1
Guinea-Bissau,Denmark,2018,3
Guinea-Bissau,Denmark,2019,3
Guinea-Bissau,Denmark,2020,54
Guinea-Bissau,Denmark,2021,1
Malawi,Bulgaria,2020,1
Malawi,Bulgaria,2021,1
Burundi,Mozambique,2017,15
Burundi,Mozambique,2018,28
Egypt,Ecuador,2018,19
Egypt,Ecuador,2019,13
Egypt,Ecuador,2020,8
Libya,Czechia,2017,26
Libya,Czechia,2018,24
Libya,Czechia,2019,26
Libya,Czechia,2020,25
Libya,Czechia,2021,21
Guinea-Bissau,Senegal,2017,619
Burundi,Serbia,2017,6
Burundi,Serbia,2018,5
Burundi,Serbia,2019,4
Burundi,Serbia,2020,5
Burundi,Serbia,2021,6
Gambia,France,2017,17
Gambia,France,2018,9
Gambia,France,2019,11
Gambia,France,2020,14
Gambia,France,2021,14
Guinea-Bissau,Sweden,2020,1
Botswana,Austria,2017,2
Botswana,Austria,2018,2
Botswana,Austria,2019,3
Botswana,Austria,2021,2
Ethiopia,Portugal,2017,9
Ethiopia,Portugal,2018,14
Ethiopia,Portugal,2019,12
Ethiopia,Portugal,2020,21
Ethiopia,Portugal,2021,21
Gambia,Bosnia and Herzegovina,2017,1
Gambia,Bosnia and Herzegovina,2021,1
Algeria,United States of America,2017,183.99155
Algeria,United States of America,2018,207.36918
Algeria,United States of America,2020,234.25309
Algeria,United States of America,2021,219.45393
Angola,Colombia,2017,3
Angola,Colombia,2020,1
Angola,Colombia,2021,1
Benin,Russia,2017,72
Benin,Russia,2018,79
Benin,Russia,2019,98
Benin,Russia,2020,355
Benin,Russia,2021,319
Côte d'Ivoire,Greece,2018,1
Côte d'Ivoire,Greece,2019,3
Côte d'Ivoire,Greece,2020,1
Côte d'Ivoire,Greece,2021,4
Djibouti,Niger,2017,8
Djibouti,Niger,2018,14
Djibouti,Niger,2019,14
Kenya,Estonia,2017,3
Kenya,Estonia,2018,4
Kenya,Estonia,2019,6
Kenya,Estonia,2020,7
Kenya,Estonia,2021,5
Lesotho,South Africa,2017,2735
Lesotho,South Africa,2018,2746
Lesotho,South Africa,2019,2652
Lesotho,South Africa,2020,2277
Lesotho,South Africa,2021,2027
Benin,India,2017,8
Benin,India,2018,9
Benin,India,2019,11
Benin,India,2020,12
Benin,India,2021,11
Burkina Faso,United Kingdom,2017,13
Burkina Faso,United Kingdom,2018,15
Burkina Faso,United Kingdom,2019,14
Burkina Faso,United Kingdom,2020,13
Burkina Faso,United Kingdom,2021,10
Congo,Mauritius,2020,34
Congo,Mauritius,2021,51
Djibouti,Ghana,2019,6
Eritrea,Brazil,2017,3
Eritrea,Brazil,2018,2
Eritrea,Brazil,2020,1
Eritrea,Brazil,2021,1
Libya,Republic of Moldova,2018,1
Libya,Republic of Moldova,2019,1
Libya,Republic of Moldova,2020,2
Libya,Republic of Moldova,2021,1
Equatorial Guinea,Lithuania,2017,1
Liberia,Canada,2017,6
Liberia,Canada,2018,9.6226
Liberia,Canada,2019,6
Liberia,Canada,2020,15
Liberia,Canada,2021,27
Benin,Cuba,2017,19
Benin,Cuba,2018,18
Benin,Cuba,2019,25
Benin,Cuba,2020,14
Benin,Cuba,2021,12
Botswana,Malta,2018,2
Botswana,Malta,2020,1
Botswana,Malta,2021,2
Liberia,Kenya,2017,16
Liberia,Kenya,2019,52
Algeria,Slovakia,2017,1
Algeria,Slovakia,2019,3
Algeria,Slovakia,2020,3
Algeria,Slovakia,2021,2
Cameroon,Croatia,2017,2
Cameroon,Croatia,2019,1
Cameroon,Croatia,2020,1
Cameroon,Croatia,2021,1
Cameroon,Italy,2017,2456
Cameroon,Italy,2018,2668
Cameroon,Italy,2019,930
Cameroon,Italy,2020,433
Cameroon,Italy,2021,2064
Congo,Sweden,2017,1
Congo,Sweden,2018,2
Congo,Sweden,2019,3
Congo,Sweden,2020,2
Congo,Sweden,2021,2.98761
Cape Verde,Grenada,2017,1
Cape Verde,Grenada,2018,1
Chad,Qatar,2017,14
Chad,Qatar,2018,15
Chad,Qatar,2019,8
Chad,Qatar,2020,7
Chad,Qatar,2021,3
Madagascar,Namibia,2019,1
Comoros,Malaysia,2017,43
Comoros,Malaysia,2019,68
Comoros,Malaysia,2020,83
Comoros,Malaysia,2021,80
Gambia,Italy,2017,28
Gambia,Italy,2018,55
Gambia,Italy,2019,43
Gambia,Italy,2020,55
Gambia,Italy,2021,93
Ghana,Botswana,2021,1
Cameroon,Romania,2017,29
Cameroon,Romania,2018,32
Cameroon,Romania,2019,65
Cameroon,Romania,2020,98
Cameroon,Romania,2021,152
Malawi,Cyprus,2017,1
Malawi,Cyprus,2021,2
Cape Verde,Norway,2017,1
Cape Verde,Norway,2019,2
Cape Verde,Norway,2020,1
Democratic Republic of Congo,Hungary,2017,4
Democratic Republic of Congo,Hungary,2018,2
Democratic Republic of Congo,Hungary,2019,6
Democratic Republic of Congo,Hungary,2020,4
Democratic Republic of Congo,Hungary,2021,13
Ghana,Sri Lanka,2018,1
Libya,Saudi Arabia,2017,69
Libya,Saudi Arabia,2018,65
Libya,Saudi Arabia,2019,121
Libya,Saudi Arabia,2020,120
Libya,Saudi Arabia,2021,178
Algeria,Bahrain,2017,9
Algeria,Bahrain,2018,12
Algeria,Bahrain,2019,15
Algeria,Bahrain,2020,22
Algeria,Bahrain,2021,20
Liberia,Vietnam,2021,1
Algeria,Vietnam,2017,1
Algeria,Vietnam,2019,1
Burundi,Côte d'Ivoire,2017,16
Burundi,Côte d'Ivoire,2019,14
Burundi,Côte d'Ivoire,2020,15
Comoros,South Korea,2018,1
Comoros,South Korea,2019,1
Democratic Republic of Congo,Hong Kong,2017,1
Democratic Republic of Congo,Hong Kong,2019,1
Democratic Republic of Congo,Hong Kong,2020,1
Democratic Republic of Congo,Hong Kong,2021,2
Liberia,Norway,2017,5
Liberia,Norway,2018,4
Liberia,Norway,2019,3
Liberia,Norway,2020,2
Liberia,Norway,2021,3
Cameroon,Iran,2017,2
Cameroon,Iran,2018,2
Cameroon,Iran,2019,2
Cameroon,Iran,2020,3
Eritrea,Ireland,2018,1
Eritrea,Ireland,2019,3
Eritrea,Ireland,2020,3
Eritrea,Ireland,2021,4
Côte d'Ivoire,Switzerland,2017,70
Côte d'Ivoire,Switzerland,2018,66
Côte d'Ivoire,Switzerland,2019,60
Côte d'Ivoire,Switzerland,2020,58
Côte d'Ivoire,Switzerland,2021,63
Comoros,Argentina,2017,1
Comoros,Argentina,2021,2
Kenya,Greece,2017,25
Kenya,Greece,2018,23
Kenya,Greece,2019,18
Kenya,Greece,2020,22
Kenya,Mozambique,2018,1
Botswana,Netherlands,2017,4
Botswana,Netherlands,2018,6
Botswana,Netherlands,2019,5
Comoros,Rwanda,2020,10
Kenya,Serbia,2017,10
Kenya,Serbia,2018,8
Kenya,Serbia,2019,9
Kenya,Serbia,2020,12
Kenya,Serbia,2021,7
Côte d'Ivoire,Thailand,2020,2
Egypt,Spain,2017,173
Egypt,Spain,2018,229
Egypt,Spain,2019,281
Egypt,Spain,2020,291
Egypt,Spain,2021,291
Ethiopia,Kazakhstan,2020,1
Guinea,Czechia,2017,9
Guinea,Czechia,2018,10
Guinea,Czechia,2019,7
Guinea,Czechia,2020,4
Guinea,Czechia,2021,3
Cameroon,Luxembourg,2017,40
Cameroon,Luxembourg,2018,44
Cameroon,Luxembourg,2019,48
Cameroon,Luxembourg,2020,52
Cameroon,Luxembourg,2021,56
Libya,Lesotho,2017,1
Central African Republic,Türkiye,2017,112
Central African Republic,Türkiye,2018,103
Central African Republic,Türkiye,2019,92
Central African Republic,Türkiye,2020,93
Central African Republic,Türkiye,2021,101
Egypt,Austria,2017,325.91667
Egypt,Austria,2018,335.04524
Egypt,Austria,2019,336.28604
Egypt,Austria,2020,329.49237
Egypt,Austria,2021,387.43545
Egypt,France,2017,2055
Egypt,France,2018,1918
Egypt,France,2019,1871
Egypt,France,2020,1733
Egypt,France,2021,1748
Ethiopia,Mauritius,2017,22
Ethiopia,Mauritius,2020,16
Ethiopia,Mauritius,2021,11
Angola,Saudi Arabia,2017,37
Angola,Saudi Arabia,2018,35
Angola,Saudi Arabia,2019,17
Angola,Saudi Arabia,2020,20
Angola,Saudi Arabia,2021,20
Burundi,United States of America,2017,192.13935
Burundi,United States of America,2018,150.50763
Burundi,United States of America,2020,171.4494
Burundi,United States of America,2021,155.74201
Chad,India,2017,53
Chad,India,2018,68
Chad,India,2019,53
Chad,India,2020,46
Chad,India,2021,51
Ethiopia,Georgia,2020,3
Ethiopia,Georgia,2021,2
Libya,Ecuador,2020,2
Congo,Belgium,2017,86
Congo,Belgium,2018,82
Congo,Belgium,2019,69
Congo,Belgium,2020,93
Congo,Belgium,2021,120
Libya,France,2017,370
Libya,France,2018,354
Libya,France,2019,290
Libya,France,2020,257
Libya,France,2021,218
Djibouti,Russia,2017,4
Djibouti,Russia,2018,4
Djibouti,Russia,2019,6
Djibouti,Russia,2020,43
Djibouti,Russia,2021,43
Ghana,Costa Rica,2017,5
Algeria,Thailand,2020,3
Burkina Faso,Denmark,2017,1
Burkina Faso,Denmark,2018,1
Burkina Faso,Denmark,2019,2
Burkina Faso,Denmark,2020,2
Burkina Faso,Denmark,2021,1
Congo,Egypt,2020,7
Egypt,Saint Lucia,2017,1
Gabon,United States of America,2017,376.40556
Gabon,United States of America,2018,354.30564
Gabon,United States of America,2020,315.60775
Gabon,United States of America,2021,301.61456
Djibouti,Kenya,2017,2
Djibouti,Kenya,2019,7
Botswana,Bulgaria,2020,2
Botswana,Bulgaria,2021,2
Cameroon,Georgia,2017,1
Cameroon,Georgia,2018,2
Cameroon,Georgia,2019,4
Cameroon,Georgia,2020,4
Cameroon,Georgia,2021,8
Cape Verde,Niger,2017,5
Cape Verde,Niger,2018,4
Cape Verde,Niger,2019,4
Côte d'Ivoire,Estonia,2018,1
Angola,Italy,2017,219
Angola,Italy,2018,245
Angola,Italy,2019,56
Angola,Italy,2020,53
Angola,Italy,2021,168
Benin,Botswana,2017,1
Benin,Botswana,2020,1
Burundi,Ireland,2017,2
Burundi,Ireland,2018,2
Burundi,Ireland,2019,1
Burundi,Ireland,2020,2
Burundi,Ireland,2021,1
Angola,Lesotho,2017,1
Angola,Lesotho,2018,1
Cameroon,South Africa,2017,611
Cameroon,South Africa,2018,611
Cameroon,South Africa,2019,625
Cameroon,South Africa,2020,571
Cameroon,South Africa,2021,539
Benin,Ghana,2017,273
Benin,Ghana,2018,230
Benin,Ghana,2019,187
Benin,Ghana,2020,170
Benin,Ghana,2021,173
Madagascar,Japan,2017,29
Madagascar,Japan,2018,41
Madagascar,Japan,2019,43
Madagascar,Japan,2020,42
Madagascar,Japan,2021,34
Malawi,Brazil,2017,3
Malawi,Brazil,2018,2
Malawi,Brazil,2019,1
Malawi,Brazil,2020,1
Malawi,Brazil,2021,1
Cape Verde,Macao,2017,41
Cape Verde,Macao,2018,67
Cape Verde,Macao,2019,88
Cape Verde,Macao,2020,101
Cape Verde,Macao,2021,67
Ethiopia,Romania,2017,3
Ethiopia,Romania,2018,3
Ethiopia,Romania,2019,3
Ethiopia,Romania,2020,1
Ethiopia,Romania,2021,3
Lesotho,New Zealand,2017,1
Lesotho,New Zealand,2018,1
Lesotho,New Zealand,2019,1
Lesotho,New Zealand,2020,1
Burkina Faso,Latvia,2021,1
Central African Republic,Hungary,2018,2
Central African Republic,Hungary,2019,2
Central African Republic,Hungary,2020,3
Central African Republic,Hungary,2021,2
Djibouti,Ukraine,2019,1
Egypt,Azerbaijan,2017,3
Egypt,Azerbaijan,2018,23
Egypt,Azerbaijan,2019,14
Egypt,Azerbaijan,2020,4
Egypt,Azerbaijan,2021,14
Angola,France,2017,393
Angola,France,2018,264
Angola,France,2019,302
Angola,France,2020,399
Angola,France,2021,404
Djibouti,Cuba,2017,5
Djibouti,Cuba,2018,11
Djibouti,Cuba,2019,8
Djibouti,Cuba,2020,6
Djibouti,Cuba,2021,7
Ghana,Qatar,2017,8
Ghana,Qatar,2018,11
Ghana,Qatar,2019,12
Ghana,Qatar,2020,13
Ghana,Qatar,2021,13
Guinea,Poland,2017,3
Guinea,Poland,2018,7
Guinea,Poland,2019,9
Guinea,Poland,2020,9
Guinea,Poland,2021,9
Lesotho,Romania,2020,2
Algeria,Switzerland,2017,107
Algeria,Switzerland,2018,114
Algeria,Switzerland,2019,108
Algeria,Switzerland,2020,108
Algeria,Switzerland,2021,109
Algeria,Oman,2017,36
Algeria,Oman,2018,32
Algeria,Oman,2019,35
Algeria,Oman,2020,35
Algeria,Oman,2021,33
Benin,Qatar,2017,3
Benin,Qatar,2018,2
Benin,Qatar,2019,1
Benin,Qatar,2020,2
Benin,Qatar,2021,1
Gambia,Saudi Arabia,2017,368
Gambia,Saudi Arabia,2018,347
Gambia,Saudi Arabia,2019,261
Gambia,Saudi Arabia,2020,261
Gambia,Saudi Arabia,2021,436
Liberia,Grenada,2017,1
Liberia,Grenada,2018,2
Ethiopia,New Zealand,2017,17
Ethiopia,New Zealand,2018,11
Ethiopia,New Zealand,2019,11
Ethiopia,New Zealand,2020,8
Ethiopia,New Zealand,2021,8
Ghana,India,2017,139
Ghana,India,2018,140
Ghana,India,2019,252
Ghana,India,2020,359
Ghana,India,2021,454
Guinea-Bissau,United Kingdom,2017,3
Guinea-Bissau,United Kingdom,2018,4
Guinea-Bissau,United Kingdom,2019,3
Guinea-Bissau,United Kingdom,2020,4
Guinea-Bissau,United Kingdom,2021,5
Cameroon,Slovenia,2018,1
Cameroon,Slovenia,2019,2
Cameroon,Slovenia,2020,36
Cameroon,Slovenia,2021,5
Djibouti,Norway,2018,1
Cape Verde,Canada,2017,9
Cape Verde,Canada,2018,3.24599
Cape Verde,Canada,2019,3
Cape Verde,Canada,2021,3
Congo,United Republic of Tanzania,2021,43
Libya,Türkiye,2017,1943
Libya,Türkiye,2018,1669
Libya,Türkiye,2019,1756
Libya,Türkiye,2020,1708
Libya,Türkiye,2021,1714
Algeria,Finland,2017,23
Algeria,Finland,2018,33
Algeria,Finland,2019,42
Algeria,Finland,2020,38
Algeria,Finland,2021,51
Malawi,Argentina,2021,1
Congo,Portugal,2017,5
Congo,Portugal,2018,7
Congo,Portugal,2019,6
Congo,Portugal,2020,5
Congo,Portugal,2021,7
Guinea-Bissau,Belgium,2017,2
Guinea-Bissau,Belgium,2018,1
Guinea-Bissau,Belgium,2019,1
Guinea-Bissau,Belgium,2020,1
Guinea-Bissau,Belgium,2021,14
Algeria,Grenada,2018,1
Burkina Faso,Togo,2021,135
Democratic Republic of Congo,Croatia,2019,1
Guinea,Rwanda,2018,3
Guinea,Rwanda,2019,4
Botswana,Spain,2017,1
Botswana,Spain,2018,3
Botswana,Spain,2019,5
Botswana,Spain,2020,3
Botswana,Spain,2021,2
Chad,Japan,2019,2
Chad,Japan,2020,2
Chad,Japan,2021,2
Comoros,Brazil,2017,3
Comoros,Brazil,2018,1
Comoros,Brazil,2019,1
Comoros,Brazil,2021,1
Comoros,Poland,2019,1
Comoros,Poland,2020,1
Comoros,Poland,2021,2
Congo,Cameroon,2017,87
Congo,Cameroon,2018,15
Eritrea,Malaysia,2017,127
Eritrea,Malaysia,2019,80
Eritrea,Malaysia,2020,76
Eritrea,Malaysia,2021,61
Ethiopia,South Africa,2017,234
Ethiopia,South Africa,2018,234
Ethiopia,South Africa,2019,228
Ethiopia,South Africa,2020,217
Ethiopia,South Africa,2021,214
Ghana,Namibia,2017,5
Ghana,Namibia,2018,5
Ghana,Namibia,2019,3
Ghana,Namibia,2020,4
Algeria,Belarus,2017,1
Algeria,Belarus,2018,2
Algeria,Belarus,2019,1
Algeria,Belarus,2020,2
Algeria,Belarus,2021,2
Côte d'Ivoire,Finland,2017,1
Côte d'Ivoire,Finland,2018,1
Côte d'Ivoire,Finland,2019,2
Côte d'Ivoire,Finland,2020,3
Côte d'Ivoire,Finland,2021,3
Eritrea,Netherlands,2017,9
Eritrea,Netherlands,2018,28
Eritrea,Netherlands,2019,31
Kenya,United States of America,2017,3241.00519
Kenya,United States of America,2018,3474.37085
Kenya,United States of America,2020,3936.0105
Kenya,United States of America,2021,3647.52908
Angola,Türkiye,2017,22
Angola,Türkiye,2018,17
Angola,Türkiye,2019,24
Angola,Türkiye,2020,27
Angola,Türkiye,2021,25
Burkina Faso,Senegal,2017,619
Burkina Faso,Senegal,2018,641
Burkina Faso,Senegal,2019,683
Burkina Faso,Senegal,2020,696
Burkina Faso,Senegal,2021,700
Gambia,Hungary,2017,4
Gambia,Hungary,2018,4
Gambia,Hungary,2019,2
Gambia,Hungary,2020,3
Gambia,Hungary,2021,3
Guinea,Cyprus,2017,4
Guinea,Cyprus,2018,3
Guinea,Cyprus,2019,2
Guinea,Cyprus,2020,2
Guinea,Cyprus,2021,3
Liberia,Australia,2017,5
Madagascar,Morocco,2017,184
Madagascar,Morocco,2018,177
Madagascar,Morocco,2019,219
Madagascar,Morocco,2020,244
Madagascar,Morocco,2021,208
Burkina Faso,Sweden,2017,4
Burkina Faso,Sweden,2018,5
Burkina Faso,Sweden,2019,5.57071
Burkina Faso,Sweden,2020,3.4
Burkina Faso,Sweden,2021,3.45217
Algeria,Estonia,2019,1
Algeria,Estonia,2020,1
Algeria,Estonia,2021,2
Benin,Ukraine,2017,1
Benin,Ukraine,2018,1
Benin,Ukraine,2019,2
Benin,Ukraine,2020,4
Benin,Ukraine,2021,9
Cape Verde,Ghana,2018,8
Cape Verde,Ghana,2019,1
Cape Verde,Ghana,2021,6
Guinea-Bissau,Germany,2018,1
Guinea-Bissau,Germany,2019,1
Guinea-Bissau,Germany,2020,1
Guinea-Bissau,Germany,2021,1
Liberia,Russia,2017,3
Liberia,Russia,2018,5
Liberia,Russia,2019,18
Liberia,Russia,2020,20
Liberia,Russia,2021,22
Burundi,Indonesia,2017,1
Guinea-Bissau,Egypt,2020,20
Malawi,Côte d'Ivoire,2017,1
Malawi,Côte d'Ivoire,2020,1
Cape Verde,Slovakia,2019,1
Cape Verde,Slovakia,2021,1
Democratic Republic of Congo,Italy,2017,161
Democratic Republic of Congo,Italy,2018,168
Democratic Republic of Congo,Italy,2019,36
Democratic Republic of Congo,Italy,2020,24
Democratic Republic of Congo,Italy,2021,137
Gabon,Canada,2017,84
Gabon,Canada,2018,95.01148
Gabon,Canada,2019,102
Gabon,Canada,2020,120
Gabon,Canada,2021,132
Ghana,Brunei Darussalam,2017,2
Ghana,Brunei Darussalam,2018,2
Guinea,Jordan,2017,2
Guinea,Jordan,2018,1
Guinea,Jordan,2019,1
Guinea,Jordan,2020,1
Cameroon,Niger,2017,133
Cameroon,Niger,2018,146
Cameroon,Niger,2019,172
Madagascar,Cyprus,2020,1
Madagascar,Cyprus,2021,1
Kenya,Hungary,2017,59
Kenya,Hungary,2018,104
Kenya,Hungary,2019,184
Kenya,Hungary,2020,245
Kenya,Hungary,2021,303
Kenya,South Africa,2017,1080
Kenya,South Africa,2018,1080
Kenya,South Africa,2019,996
Kenya,South Africa,2020,898
Kenya,South Africa,2021,869
Liberia,Poland,2017,1
Liberia,Poland,2018,1
Liberia,Poland,2019,3
Liberia,Poland,2021,1
Congo,Grenada,2017,1
Congo,Grenada,2018,1
Democratic Republic of Congo,India,2017,209
Democratic Republic of Congo,India,2018,241
Democratic Republic of Congo,India,2019,142
Democratic Republic of Congo,India,2020,107
Democratic Republic of Congo,India,2021,132
Central African Republic,United Kingdom,2017,2
Central African Republic,United Kingdom,2018,3
Central African Republic,United Kingdom,2019,3
Central African Republic,United Kingdom,2020,3
Central African Republic,United Kingdom,2021,3
Djibouti,Ecuador,2018,52
Djibouti,Ecuador,2019,44
Congo,Macao,2020,1
Congo,Macao,2021,1
Gambia,Lithuania,2017,3
Gambia,Lithuania,2019,1
